blast_qseq_jg3	blast_sseq_jg3	max_pct_longCov	max_pct_shortCov	blast_pident	blast_evalue	blast_qstart	blast_qend	blast_sstart	blast_send	blast_slen
AN2621	AN9226	41.79	57.02	26.15	4e-123	1346	2937	165	1740	2764
AN2625	AN9370	94.24	96.27	38.29	1e-117	22	520	4	494	510
AN2632	AN7908	95.12	95.71	76.43	5e-177	17	328	13	326	326
AN2638	AN7459	91.45	96.77	51.98	8e-163	13	463	23	471	491
AN2648	AN7081	97.04	98.41	44.78	4e-167	7	566	11	568	575
AN2648	AN7153	95.15	96.83	39.68	5e-123	17	566	21	569	577
AN2657	AN2878	91.01	94.15	50.78	.0	13	570	14	560	581
AN2657	AN3987	94.84	98.11	56.66	.0	6	584	9	578	581
AN2660	AN6764	96.66	97.23	50.20	6e-168	13	504	11	507	509
AN2661	AN2711	43.34	100.00	74.89	.0	869	1539	1	667	667
AN2661	AN2796	43.60	97.67	78.35	.0	869	1539	1	687	687
AN2661	AN3980	19.17	86.01	89.84	.0	1235	1539	49	343	343
AN2661	AN7094	21.77	100.00	80.37	.0	1158	1539	1	335	335
AN2661	AN7756	17.80	73.66	81.88	4e-135	1	287	1	274	372
AN2661	AN8207	13.13	90.58	98.51	1e-129	89	290	1	202	223
AN2661	AN8648	97.28	100.00	81.83	.0	1	1539	1	1582	1582
AN2662	AN2829	98.33	98.70	38.53	4e-119	1	530	1	535	539
AN2662	AN3957	93.24	97.58	41.52	8e-133	2	525	5	555	562
AN2662	AN8303	92.69	96.83	35.77	3e-105	2	521	18	546	561
AN2662	AN8777	95.45	97.58	41.30	4e-137	2	525	4	538	549
AN2663	AN3232	91.12	93.49	74.31	.0	18	449	8	438	461
AN2665	AN5104	79.90	85.06	38.32	2e-114	42	516	6	466	577
AN2666	AN9064	94.58	96.94	52.86	8e-128	9	357	8	357	360
AN2670	AN2713	21.03	93.06	91.29	.0	1155	1487	1	322	346
AN2670	AN2714	39.32	63.70	98.67	2e-140	1	226	1	226	945
AN2670	AN3471	21.03	93.06	90.99	.0	1155	1487	1	322	346
AN2670	AN3500	35.60	97.15	63.44	.0	1	635	1	545	561
AN2670	AN5066	12.74	79.27	91.79	2e-117	1251	1445	38	232	246
AN2670	AN5254	35.14	53.21	46.19	7e-144	350	887	463	1009	1011
AN2670	AN5470	37.23	93.60	99.65	.0	448	1018	1	570	609
AN2670	AN5471	18.03	99.64	88.82	.0	1155	1458	1	276	277
AN2670	AN6966	21.82	93.56	98.20	.0	1155	1488	1	334	357
AN2670	AN6968	43.17	91.42	81.62	.0	1	666	62	722	723
AN2670	AN7830	14.76	59.79	100.00	4e-151	1	226	1	226	378
AN2670	AN7831	11.23	95.03	99.42	2e-114	1330	1501	1	172	181
AN2670	AN7845	21.16	60.67	95.98	2e-114	855	1053	324	522	534
AN2670	AN7846	12.21	93.97	99.47	1e-124	1345	1531	13	199	199
AN2670	AN8305	12.93	95.19	95.96	3e-119	1264	1461	10	207	208
AN2670	AN8576	39.52	41.67	98.67	1e-119	1	226	213	438	1452
AN2675	AN6477	84.56	94.26	46.88	4e-137	21	480	69	533	544
AN2675	AN6942	89.56	96.72	39.01	2e-124	7	478	28	512	527
AN2675	AN7972	93.56	95.29	48.83	4e-141	21	488	33	497	497
AN2675	AN8610	90.91	98.36	48.25	1e-141	8	487	41	525	528
AN2697	AN9203	99.32	100.00	69.69	.0	1	585	1	589	589
AN2710	AN6833	100.00	100.00	80.73	7e-113	1	192	1	192	192
AN2711	AN2796	64.77	66.72	79.74	2e-112	1	225	1	219	687
AN2711	AN3980	51.12	99.42	89.17	.0	317	667	3	343	343
AN2711	AN7094	38.68	77.01	75.41	5e-160	363	667	78	335	335
AN2711	AN8648	42.16	100.00	70.22	.0	1	667	844	1582	1582
AN2713	AN3471	100.00	100.00	99.71	.0	1	346	1	346	346
AN2713	AN5066	54.91	77.24	91.05	1e-125	91	280	43	232	246
AN2713	AN5471	76.01	94.95	81.44	1e-167	1	280	1	263	277
AN2713	AN6966	96.92	100.00	90.48	.0	1	346	1	357	357
AN2713	AN8305	57.23	95.19	91.41	1e-123	99	296	10	207	208
AN2713	AN8576	20.39	85.55	99.66	.0	51	346	1157	1452	1452
AN2714	AN3500	57.67	97.15	74.14	.0	1	604	1	545	561
AN2714	AN5254	49.16	52.59	43.57	1e-126	326	822	472	1009	1011
AN2714	AN5470	55.66	86.37	91.61	.0	418	943	1	560	609
AN2714	AN6968	67.20	87.83	88.84	.0	1	635	62	722	723
AN2714	AN7830	36.30	90.74	97.96	.0	1	343	1	343	378
AN2714	AN7845	50.48	89.33	83.84	.0	418	943	1	477	534
AN2714	AN8576	59.57	91.53	90.88	.0	1	943	213	1077	1452
AN2727	AN8358	94.05	94.40	37.26	1e-111	11	525	7	512	536
AN2732	AN3047	68.06	99.42	71.72	.0	1	345	1	343	345
AN2732	AN3478	90.81	100.00	90.27	.0	1	504	1	555	555
AN2732	AN4391	90.81	100.00	90.63	.0	1	504	1	555	555
AN2732	AN4877	91.90	99.01	90.47	.0	1	499	1	535	543
AN2732	AN5334	94.74	100.00	93.98	.0	1	504	1	532	532
AN2732	AN6559	90.81	100.00	90.63	.0	1	504	1	555	555
AN2732	AN7516	93.55	97.82	85.29	.0	1	493	1	526	527
AN2732	AN8788	63.49	70.04	86.88	.0	1	353	1	404	556
AN2732	AN9505	41.27	99.52	95.67	2e-142	1	208	1	208	209
AN2746	AN7898	86.21	90.16	42.17	3e-111	44	437	62	457	457
AN2746	AN8366	94.37	95.88	41.46	7e-116	19	437	6	444	444
AN2763	AN3120	77.88	86.84	44.87	8e-166	32	633	24	597	661
AN2781	AN5678	80.81	90.67	39.88	2e-112	29	504	77	562	589
AN2786	AN8657	92.17	98.83	38.34	7e-104	5	428	3	445	460
AN2796	AN3980	43.52	87.17	80.65	.0	389	687	3	343	343
AN2796	AN7094	48.76	100.00	66.50	2e-178	290	687	1	335	335
AN2796	AN8648	43.43	100.00	87.42	.0	1	687	844	1582	1582
AN2805	AN3009	78.78	81.26	46.01	4e-160	21	603	28	595	699
AN2806	AN2807	72.16	97.59	100.00	.0	107	430	1	324	332
AN2810	AN5619	79.06	90.32	40.94	2e-163	53	705	34	759	826
AN2814	AN3199	93.32	96.82	39.62	8e-128	29	547	8	524	534
AN2814	AN6831	92.42	95.34	36.22	4e-105	33	544	23	534	537
AN2821	AN3207	93.01	97.12	52.61	1e-179	1	439	1	458	472
AN2821	AN9033	92.06	94.91	56.51	.0	21	450	35	463	466
AN2827	AN4920	94.33	96.70	52.92	.0	3	1125	35	1149	1182
AN2827	AN5088	71.80	85.26	52.92	.0	92	1074	177	1195	1369
AN2827	AN8399	91.76	94.72	50.72	.0	78	1135	36	1114	1117
AN2828	AN4102	72.63	84.15	48.56	.0	26	646	42	697	855
AN2828	AN5976	86.71	96.34	44.24	.0	26	736	66	815	820
AN2828	AN6652	58.59	81.30	47.42	2e-172	21	620	173	823	1024
AN2828	AN7396	91.33	95.66	40.57	5e-178	26	731	50	766	773
AN2828	AN7915	67.16	73.98	40.14	7e-117	192	737	263	808	813
AN2829	AN2879	97.24	98.14	46.10	1e-149	3	531	6	538	544
AN2831	AN4826	85.31	92.78	49.53	7e-145	15	438	6	432	457
AN2831	AN5032	84.10	92.89	57.11	9e-174	11	439	9	426	450
AN2831	AN9000	83.70	85.07	40.71	1e-111	55	470	40	455	489
AN2837	AN5263	93.33	95.59	42.47	1e-111	1	434	1	437	465
AN2837	AN5509	96.92	97.78	46.09	2e-123	1	447	1	440	450
AN2840	AN4481	72.60	83.18	43.49	9e-110	13	417	99	469	511
AN2841	AN5559	91.42	97.03	36.64	2e-114	6	497	3	460	472
AN2869	AN3210	97.00	97.31	41.49	1e-164	3	617	6	624	634
AN2869	AN5323	89.72	91.01	40.75	2e-151	37	621	22	588	623
AN2869	AN6804	88.77	90.48	47.63	.0	54	620	41	601	620
AN2878	AN3987	98.80	98.80	56.78	.0	4	579	7	580	581
AN2917	AN5747	72.95	81.47	46.32	6e-104	110	430	66	391	394
AN2917	AN6988	70.00	78.97	53.90	1e-110	116	423	67	374	390
AN2932	AN8016	98.00	98.25	67.85	.0	7	398	4	398	400
AN2946	AN6438	80.15	93.93	38.82	3e-151	133	877	29	755	774
AN2955	AN8369	93.58	95.74	41.09	.0	18	2713	50	2796	2816
AN2958	AN3115	83.78	87.10	52.58	.0	1	466	1	439	504
AN2958	AN4148	93.62	98.09	35.15	8e-107	9	522	9	532	549
AN2958	AN8467	95.12	96.76	33.33	7e-106	9	515	14	528	533
AN2958	AN8972	84.00	88.17	37.63	2e-106	9	470	10	486	550
AN2959	AN3066	95.14	96.89	53.07	.0	27	555	2	538	546
AN2959	AN4106	93.25	94.42	48.97	1e-172	25	555	31	555	563
AN2959	AN4107	85.59	88.67	51.11	.0	63	555	73	568	576
AN2959	AN4129	82.33	88.85	45.18	5e-151	62	555	96	592	600
AN2959	AN8595	87.41	89.17	42.89	3e-136	70	555	40	537	545
AN2960	AN8579	75.32	76.10	59.06	3e-120	54	349	33	325	389
AN3029	AN5950	82.89	87.74	41.65	7e-161	5	636	12	641	718
AN3030	AN5355	98.07	98.61	70.22	7e-179	5	359	4	358	360
AN3047	AN3478	61.80	99.42	86.36	.0	1	343	1	396	555
AN3047	AN4391	61.80	99.42	86.36	.0	1	343	1	396	555
AN3047	AN4877	63.17	99.42	82.58	.0	1	343	1	381	543
AN3047	AN5334	64.47	99.42	80.30	.0	1	343	1	373	532
AN3047	AN5863	52.75	98.38	98.35	7e-135	98	279	1	182	185
AN3047	AN6559	61.80	99.42	86.36	.0	1	343	1	396	555
AN3047	AN7516	65.09	99.42	85.61	.0	1	343	1	396	527
AN3047	AN8788	61.69	99.42	86.11	.0	1	343	1	396	556
AN3047	AN9505	60.29	99.52	96.15	8e-146	1	208	1	208	209
AN3048	AN4335	94.65	99.49	85.34	.0	2	390	1	393	411
AN3048	AN8186	95.11	99.49	79.33	.0	2	390	1	391	409
AN3048	AN9381	98.98	99.74	86.33	.0	2	391	1	394	394
AN3049	AN8421	92.87	94.92	40.82	9e-110	14	447	6	435	453
AN3053	AN6948	81.94	99.45	53.30	2e-132	1	363	76	438	443
AN3066	AN4106	94.85	97.80	49.91	.0	4	546	30	563	563
AN3066	AN4107	86.11	90.84	52.87	.0	43	546	81	576	576
AN3066	AN4129	81.67	89.74	47.49	2e-160	47	544	109	598	600
AN3066	AN8595	91.21	91.38	43.44	5e-138	45	542	40	541	545
AN3080	AN3720	70.93	80.53	31.69	2e-112	248	1001	177	908	909
AN3143	AN3479	81.72	98.20	40.46	.0	115	870	14	724	724
AN3143	AN8495	72.87	74.76	48.22	.0	220	870	215	848	848
AN3160	AN3763	94.05	96.44	32.93	8e-102	22	590	33	605	605
AN3160	AN6238	94.92	96.89	46.42	.0	31	590	7	578	578
AN3160	AN8365	97.83	99.32	57.86	.0	5	590	2	599	599
AN3160	AN8540	94.55	96.95	49.65	.0	18	590	34	605	605
AN3199	AN6831	86.96	87.45	44.92	9e-139	43	509	52	523	537
AN3205	AN3573	91.46	98.21	54.85	.0	7	478	8	446	447
AN3205	AN9198	97.71	98.12	54.95	.0	7	477	8	476	478
AN3207	AN9033	95.97	97.21	54.21	.0	20	472	14	466	466
AN3210	AN5323	92.59	94.22	47.98	.0	22	631	7	593	623
AN3210	AN6804	87.85	89.84	39.21	2e-136	56	623	41	597	620
AN3225	AN6449	95.48	97.59	41.67	1e-132	16	501	3	491	498
AN3229	AN4212	93.63	94.09	63.45	.0	40	612	33	609	609
AN3229	AN6445	93.14	93.14	43.79	2e-145	38	607	33	607	612
AN3229	AN7812	89.53	93.63	40.38	3e-134	40	612	67	640	640
AN3230	AN3386	68.25	78.28	39.74	.0	6	1771	38	1763	2529
AN3230	AN6448	38.21	43.49	32.44	1e-132	751	1737	716	1674	2510
AN3230	AN7903	68.96	81.50	43.21	1e-104	1771	2201	2179	2604	2606
AN3230	AN8383	69.28	78.14	30.87	.0	11	1733	16	1739	2487
AN3233	AN8400	93.43	93.59	35.87	3e-114	18	543	10	552	562
AN3244	AN5689	94.70	100.00	75.21	.0	1	554	1	585	585
AN3247	AN3329	93.84	99.12	60.13	.0	89	1444	8	1366	1368
AN3247	AN3952	92.39	95.78	39.69	.0	49	1432	78	1470	1498
AN3247	AN4749	90.66	94.05	37.65	.0	77	1435	121	1488	1499
AN3247	AN6581	88.93	93.43	39.78	.0	81	1430	123	1480	1518
AN3247	AN8344	92.89	94.05	36.38	.0	84	1442	94	1461	1463
AN3247	AN8489	96.89	98.18	64.86	.0	45	1444	25	1424	1426
AN3247	AN8813	92.23	94.53	39.01	.0	70	1435	98	1466	1481
AN3247	AN8892	93.86	94.12	36.17	.0	78	1437	66	1439	1449
AN3247	AN8928	90.52	91.90	37.88	.0	94	1421	106	1440	1467
AN3247	AN9344	89.77	90.45	35.95	.0	137	1443	143	1455	1456
AN3248	AN8898	97.33	98.54	48.64	6e-172	6	479	4	479	487
AN3249	AN8896	92.60	93.99	51.71	7e-113	17	329	17	336	338
AN3254	AN8095	91.18	91.85	38.69	7e-105	39	534	26	527	540
AN3262	AN5033	75.66	94.15	54.44	8e-152	23	392	16	439	489
AN3264	AN3383	94.14	95.45	54.72	.0	12	557	22	579	580
AN3267	AN3543	36.12	76.14	65.22	2e-107	435	733	1315	1613	1617
AN3270	AN7295	84.04	87.07	38.14	2e-107	24	481	76	541	545
AN3273	AN3612	69.07	98.67	28.85	.0	1	1718	747	2454	2473
AN3273	AN6431	69.23	99.19	28.63	2e-179	1	1717	727	2464	2480
AN3273	AN6791	67.11	99.60	40.84	.0	1	1724	761	2557	2569
AN3273	AN7084	35.79	49.68	32.76	5e-135	868	1727	1543	2402	2403
AN3273	AN8910	67.51	95.55	28.60	5e-179	45	1718	770	2423	2450
AN3273	AN9005	66.32	96.71	29.41	.0	44	1717	814	2491	2524
AN3275	AN3281	91.16	91.52	41.53	2e-121	31	499	34	497	507
AN3286	AN5062	59.15	91.06	56.43	2e-124	20	356	24	359	369
AN3287	AN3876	95.56	98.18	58.21	.0	12	549	2	546	548
AN3287	AN4328	94.33	97.51	40.11	6e-138	2	550	23	581	582
AN3287	AN7242	92.01	94.70	36.65	2e-106	27	544	9	545	547
AN3287	AN9280	97.51	98.04	52.89	.0	11	559	6	558	560
AN3297	AN9276	83.41	84.65	44.74	2e-108	36	404	62	403	404
AN3307	AN5885	97.58	98.88	66.12	.0	25	2420	20	2395	2403
AN3308	AN3402	75.48	85.17	44.79	2e-142	30	506	25	495	624
AN3308	AN4507	87.70	92.91	59.43	.0	39	523	1	489	522
AN3308	AN6324	87.50	88.61	47.08	2e-164	16	509	12	501	560
AN3312	AN8110	99.25	100.00	76.69	2e-153	1	264	1	266	266
AN3325	AN7129	61.43	95.29	43.04	6e-101	453	912	3	462	998
AN3325	AN7397	57.88	98.46	39.04	1e-175	653	1548	9	910	910
AN3326	AN3336	64.04	65.37	81.47	2e-138	119	337	75	306	335
AN3329	AN3952	90.19	98.76	40.77	.0	3	1357	117	1467	1498
AN3329	AN4749	89.26	97.81	35.53	.0	9	1346	131	1468	1499
AN3329	AN6581	87.48	97.08	40.16	.0	7	1334	130	1457	1518
AN3329	AN8344	91.52	97.88	36.66	.0	13	1351	97	1441	1463
AN3329	AN8489	95.09	99.12	67.45	.0	8	1366	69	1424	1426
AN3329	AN8813	90.48	97.95	39.25	.0	8	1353	117	1456	1481
AN3329	AN8892	89.37	94.66	36.40	.0	54	1354	134	1428	1449
AN3329	AN8928	89.64	96.13	38.53	.0	13	1328	106	1420	1467
AN3329	AN9344	91.83	97.73	36.42	.0	10	1349	93	1429	1456
AN3334	AN9194	97.60	98.78	67.18	1e-160	1	326	1	325	333
AN3337	AN8453	95.79	98.04	65.62	2e-113	6	255	7	261	261
AN3341	AN5427	97.54	99.04	64.72	.0	1	516	1	525	529
AN3345	AN3347	95.31	96.21	61.89	.0	23	530	18	526	528
AN3357	AN4277	88.72	94.19	63.40	.0	27	545	29	558	585
AN3357	AN5860	93.96	96.01	54.29	.0	17	545	11	542	563
AN3358	AN7639	84.62	87.21	60.17	2e-156	43	385	25	365	403
AN3358	AN9276	84.65	87.47	67.25	2e-175	44	385	59	400	404
AN3369	AN6832	90.31	96.55	42.93	.0	1	726	1	699	724
AN3380	AN7815	84.27	95.77	38.89	.0	130	1771	55	1549	1561
AN3380	AN7880	89.18	95.07	39.87	.0	24	1605	14	1650	1664
AN3380	AN9407	66.85	70.12	48.51	.0	525	1768	602	1858	1861
AN3381	AN7814	91.47	96.87	36.15	.0	170	2024	16	1907	1915
AN3381	AN7873	91.10	94.87	37.43	.0	101	2024	132	2098	2112
AN3381	AN9408	89.21	92.11	40.61	.0	158	2025	156	2070	2094
AN3382	AN7902	87.13	89.20	46.21	3e-132	44	472	34	446	463
AN3386	AN6448	35.31	35.58	32.44	1e-132	806	1698	725	1644	2510
AN3386	AN7903	95.47	98.38	43.80	.0	32	2519	9	2604	2606
AN3386	AN7909	47.69	57.32	28.82	1e-119	399	1604	347	1588	2104
AN3386	AN8383	82.17	83.55	32.37	.0	57	2134	29	2142	2487
AN3387	AN3765	95.45	98.13	43.32	4e-111	3	427	2	421	440
AN3388	AN3402	70.83	95.46	41.23	2e-109	18	459	17	483	624
AN3392	AN6742	96.77	98.57	50.14	.0	19	711	11	698	698
AN3393	AN7962	98.87	100.00	76.06	1e-179	1	351	1	355	355
AN3396	AN8513	93.21	94.99	38.57	.0	48	939	39	957	957
AN3402	AN4507	74.04	88.51	43.59	1e-136	34	495	1	465	522
AN3402	AN6324	79.49	88.57	41.47	1e-143	1	496	1	499	560
AN3408	AN8903	89.98	96.26	38.96	2e-145	1	566	13	610	629
AN3471	AN5066	54.91	77.24	90.53	2e-124	91	280	43	232	246
AN3471	AN5471	76.01	94.95	81.10	3e-166	1	280	1	263	277
AN3471	AN6966	96.92	100.00	90.20	.0	1	346	1	357	357
AN3471	AN8305	57.23	95.19	90.91	1e-122	99	296	10	207	208
AN3471	AN8576	20.39	85.55	99.32	.0	51	346	1157	1452	1452
AN3473	AN5233	57.48	96.78	57.34	9e-147	3	363	168	528	628
AN3478	AN4391	100.00	100.00	99.64	.0	1	555	1	555	555
AN3478	AN4877	96.40	98.53	96.91	.0	1	550	1	535	543
AN3478	AN5334	95.86	100.00	95.14	.0	1	555	1	532	532
AN3478	AN5863	32.07	96.22	100.00	1e-130	98	275	1	178	185
AN3478	AN6559	100.00	100.00	99.64	.0	1	555	1	555	555
AN3478	AN7516	94.77	99.81	94.49	.0	1	544	1	526	527
AN3478	AN8788	72.66	72.79	99.26	.0	1	404	1	404	556
AN3478	AN9505	37.48	99.52	96.15	1e-141	1	208	1	208	209
AN3479	AN8495	82.19	96.27	51.64	.0	18	724	152	848	848
AN3488	AN4151	94.23	96.32	39.55	5e-139	13	535	9	539	543
AN3488	AN5421	91.98	92.97	37.36	3e-124	2	537	38	553	561
AN3490	AN7631	97.58	98.60	37.95	3e-135	1	567	1	564	578
AN3491	AN7200	94.69	95.39	37.78	2e-108	11	545	16	532	542
AN3491	AN8095	93.41	94.44	37.33	2e-107	33	545	21	530	540
AN3495	AN3496	40.95	63.53	29.45	2e-110	44	980	143	1123	2327
AN3495	AN7884	19.80	92.60	29.44	2e-120	26	991	2222	3201	7016
AN3496	AN6236	48.09	53.62	36.43	8e-116	1676	2317	194	840	2087
AN3496	AN7884	31.84	96.00	27.36	4e-133	20	1406	630	1927	7016
AN3496	AN9244	46.33	48.06	30.09	1e-127	1163	2207	1159	2230	2243
AN3498	AN4590	88.08	89.19	37.67	3e-115	8	502	12	522	555
AN3500	AN6968	75.38	97.15	70.19	.0	1	545	62	691	723
AN3500	AN7830	53.65	79.63	91.46	.0	1	301	1	316	378
AN3500	AN8576	37.53	97.15	71.04	.0	1	545	213	758	1452
AN3503	AN3776	89.38	91.56	45.16	8e-147	59	546	38	533	533
AN3515	AN5304	92.87	95.67	41.37	3e-142	5	512	20	527	547
AN3515	AN5917	92.76	98.87	51.13	.0	6	530	25	551	566
AN3515	AN6834	87.50	93.60	45.31	2e-161	10	506	45	544	568
AN3515	AN7119	95.43	98.31	42.18	2e-146	2	528	17	538	547
AN3515	AN7344	87.85	93.97	45.32	3e-152	11	509	30	561	568
AN3522	AN7169	93.68	97.32	47.69	3e-119	24	423	2	404	411
AN3531	AN7267	97.48	98.55	43.75	6e-151	1	554	1	542	550
AN3533	AN9293	77.52	89.39	58.96	5e-174	3	440	90	546	565
AN3536	AN7418	91.08	98.29	39.31	5e-158	7	639	12	672	695
AN3536	AN8592	93.17	98.85	37.73	5e-140	4	638	5	604	607
AN3543	AN8085	36.55	54.93	47.88	4e-153	689	1264	26	614	1076
AN3543	AN8300	77.92	96.91	30.45	.0	45	1611	128	1842	2011
AN3547	AN3881	87.98	96.84	28.82	4e-122	40	1173	10	1146	1171
AN3547	AN8322	70.83	78.77	38.70	6e-112	758	1263	615	1123	1159
AN3547	AN8457	44.14	59.64	74.20	8e-172	807	1182	526	901	954
AN3547	AN9426	94.49	96.74	37.40	.0	33	1250	1	1233	1259
AN3567	AN5508	75.79	80.72	58.36	2e-139	112	471	1	363	446
AN3573	AN9198	93.51	100.00	80.96	.0	1	447	1	478	478
AN3608	AN6237	93.32	97.00	33.00	.0	34	1262	17	1312	1317
AN3608	AN6436	93.25	99.29	38.93	.0	5	1264	90	1347	1349
AN3608	AN9342	91.09	95.19	37.72	.0	58	1267	119	1324	1324
AN3612	AN6431	99.23	99.51	36.75	.0	5	2465	2	2476	2480
AN3612	AN6791	94.59	98.26	30.63	.0	25	2454	12	2551	2569
AN3612	AN7084	48.32	49.73	30.61	1e-102	1522	2463	1462	2402	2403
AN3612	AN8412	42.02	66.80	32.85	.0	27	1678	5	1743	3931
AN3612	AN8910	97.78	98.69	38.78	.0	21	2463	15	2432	2450
AN3612	AN9005	96.71	98.71	37.99	.0	26	2466	63	2504	2524
AN3613	AN9365	97.35	99.10	79.91	2e-124	1	224	1	220	222
AN3661	AN8025	91.69	97.37	48.16	3e-125	6	436	10	417	419
AN3730	AN7511	95.95	96.48	54.75	.0	21	543	20	540	540
AN3763	AN6238	94.38	98.79	35.27	3e-118	24	605	8	578	578
AN3763	AN8365	96.36	97.33	34.60	6e-112	12	605	17	599	599
AN3763	AN8540	98.02	98.02	36.95	2e-116	9	605	13	605	605
AN3790	AN7349	81.17	92.82	43.82	1e-110	28	452	27	427	432
AN3790	AN9042	75.74	98.58	62.50	.0	1	491	1	487	643
AN3806	AN4493	57.27	81.57	48.30	1e-136	38	447	27	420	688
AN3829	AN4820	91.54	97.40	45.92	2e-147	36	522	5	493	500
AN3829	AN7315	90.98	98.17	52.26	3e-180	37	520	2	486	493
AN3855	AN5854	93.79	95.68	54.57	1e-102	2	333	6	344	354
AN3855	AN6031	93.26	95.68	57.48	9e-116	3	334	7	347	356
AN3862	AN8920	91.19	97.69	43.35	1e-132	46	511	1	477	477
AN3866	AN4217	78.65	96.95	46.93	2e-112	34	440	8	357	361
AN3876	AN4328	88.49	93.98	44.44	6e-149	10	524	42	562	582
AN3876	AN7242	97.08	97.26	37.88	3e-108	7	538	1	545	547
AN3876	AN9280	96.96	99.09	54.36	.0	5	547	6	552	560
AN3881	AN8322	74.21	74.98	45.20	2e-101	723	1146	565	991	1159
AN3881	AN8545	90.78	93.49	33.94	8e-176	6	1068	4	1080	1137
AN3881	AN9426	91.10	97.95	38.79	.0	6	1152	4	1164	1259
AN3894	AN5300	93.87	94.10	50.07	.0	44	793	42	791	799
AN3894	AN5525	91.97	93.49	55.67	.0	44	796	48	780	784
AN3897	AN6075	93.02	95.05	45.08	.0	29	681	37	692	702
AN3901	AN4424	93.61	94.75	40.46	3e-114	1	469	1	471	495
AN3901	AN5146	89.82	90.73	42.52	4e-117	8	468	7	456	496
AN3901	AN7984	91.67	92.22	40.12	3e-114	7	468	3	485	504
AN3903	AN7865	89.08	98.90	47.49	.0	1	726	89	806	806
AN3916	AN5589	83.58	89.61	63.48	.0	7	515	54	565	568
AN3949	AN7915	66.17	74.31	40.79	9e-129	144	712	263	800	813
AN3950	AN7135	95.10	95.28	46.04	4e-138	9	519	13	517	531
AN3952	AN4749	96.00	96.06	37.64	.0	24	1473	47	1485	1499
AN3952	AN6581	90.51	91.72	42.69	.0	106	1484	118	1491	1518
AN3952	AN8344	95.26	97.54	37.68	.0	48	1474	12	1454	1463
AN3952	AN8489	92.59	97.27	42.58	.0	75	1470	26	1412	1426
AN3952	AN8813	89.85	90.88	43.20	.0	119	1469	117	1462	1481
AN3952	AN8892	86.72	89.65	38.54	.0	175	1473	134	1437	1449
AN3952	AN8928	91.92	93.87	41.41	.0	111	1489	89	1465	1467
AN3952	AN9344	91.66	94.30	37.00	.0	100	1474	72	1444	1456
AN3957	AN4195	90.82	96.80	43.27	7e-145	6	555	42	585	599
AN3957	AN8303	94.84	95.01	43.65	1e-148	5	555	18	550	561
AN3957	AN8777	95.91	98.18	44.01	3e-141	5	559	4	542	549
AN3972	AN5652	96.56	99.06	53.92	.0	7	1273	6	1268	1308
AN3972	AN8779	93.94	98.43	54.95	.0	12	1266	36	1290	1336
AN3977	AN6664	83.15	98.68	69.59	6e-163	6	380	71	451	451
AN3980	AN7094	75.22	77.01	74.58	3e-157	49	343	78	335	335
AN3980	AN8648	21.62	99.71	84.70	.0	2	343	1231	1582	1582
AN3985	AN4313	79.49	95.29	38.59	3e-104	15	483	101	565	585
AN3985	AN7295	85.69	95.70	39.96	7e-116	14	484	73	539	545
AN3990	AN7088	82.29	91.53	97.22	.0	80	511	1	432	472
AN3990	AN8112	97.33	99.80	42.21	3e-120	6	525	2	512	512
AN3992	AN5733	79.83	93.14	42.23	8e-138	3	662	10	579	612
AN3992	AN7089	98.04	100.00	84.06	.0	1	714	1	700	700
AN3992	AN8424	94.96	98.26	41.98	3e-160	1	698	1	678	690
AN3997	AN6429	89.14	91.78	49.38	8e-139	21	423	36	437	451
AN3997	AN8413	90.41	90.83	48.92	4e-135	24	419	6	418	436
AN4003	AN4822	97.77	99.43	70.17	.0	2	351	5	356	358
AN4006	AN7998	66.63	94.22	38.23	1e-111	24	610	26	615	623
AN4009	AN5646	94.02	97.76	47.49	1e-115	7	402	26	418	418
AN4009	AN5698	96.86	99.75	55.37	2e-148	2	402	9	414	414
AN4009	AN5878	93.13	97.76	46.25	1e-108	6	401	28	420	422
AN4012	AN6390	88.43	96.73	47.91	2e-153	17	512	12	485	490
AN4032	AN4721	62.80	84.32	47.87	.0	29	808	407	1195	1242
AN4032	AN5827	56.16	68.54	51.25	.0	177	810	470	1106	1129
AN4032	AN6085	76.65	85.94	34.35	3e-132	92	800	38	819	825
AN4054	AN4126	96.44	99.59	40.64	5e-106	1	487	1	493	505
AN4054	AN9034	94.34	98.77	41.03	3e-118	4	486	6	507	512
AN4055	AN7142	92.56	97.79	58.25	7e-174	4	403	5	402	430
AN4058	AN6346	92.67	93.43	55.48	.0	36	608	44	612	614
AN4079	AN5956	67.95	74.32	90.85	.0	2	302	78	405	443
AN4079	AN9416	59.51	84.86	76.09	1e-154	6	302	6	246	284
AN4092	AN7483	97.70	98.08	58.49	.0	4	513	6	521	522
AN4102	AN5976	75.09	78.29	45.06	5e-167	27	669	51	692	820
AN4102	AN6652	79.79	95.56	44.11	.0	20	836	156	999	1024
AN4102	AN7396	72.16	79.82	40.46	9e-148	27	668	35	651	773
AN4106	AN4107	89.58	91.65	52.20	.0	42	563	61	576	576
AN4106	AN4129	86.83	92.54	45.59	1e-169	41	561	78	598	600
AN4106	AN8595	94.67	97.80	41.03	5e-145	31	563	3	545	545
AN4107	AN4129	88.67	92.36	48.60	.0	45	576	67	600	600
AN4107	AN8595	85.24	90.09	44.25	1e-141	83	573	40	542	545
